column,observed_count,missing_count,missing_fraction,mean,std,median,q25,q75,min,max,transform,center,scale,negative_count,gt_one_count
reasoning-gym/reasoning-gym-arithmetic-bitwise-arithmetic-hard0292e21f-seed45-0,4,22,0.8461538461538461,0.875,0.21650635094610965,1.0,0.875,1.0,0.5,1.0,identity,1.0,0.125,0,0
reasoning-gym/reasoning-gym-arithmetic-bitwise-arithmetic-hard0292e21f-seed45-1,5,21,0.8076923076923077,0.4,0.48989794855663565,0.0,0.0,1.0,0.0,1.0,identity,0.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-bitwise-arithmetic-hard0292e21f-seed45-2,7,19,0.7307692307692307,0.5,0.28171814125317324,0.5,0.4166665,0.5833335,0.0,1.0,identity,0.5,0.16666699999999995,0,0
reasoning-gym/reasoning-gym-arithmetic-calendar-arithmetic-easy00cea0a5-seed45-0,5,21,0.8076923076923077,0.7300000000000001,0.36,1.0,0.55,1.0,0.1,1.0,identity,1.0,0.44999999999999996,0,0
reasoning-gym/reasoning-gym-arithmetic-calendar-arithmetic-easy00cea0a5-seed45-1,7,19,0.7307692307692307,0.8095238571428572,0.34992708667150674,1.0,0.8333335,1.0,0.0,1.0,identity,1.0,0.16666650000000005,0,0
reasoning-gym/reasoning-gym-arithmetic-calendar-arithmetic-easy00cea0a5-seed45-2,6,20,0.7692307692307693,0.6833333333333332,0.4487637339278754,1.0,0.325,1.0,0.0,1.0,identity,1.0,0.675,0,0
reasoning-gym/reasoning-gym-arithmetic-calendar-arithmetic-hard0292e21f-seed45-0,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-calendar-arithmetic-hard0292e21f-seed45-1,7,19,0.7307692307692307,0.9285714285714286,0.1749635530559413,1.0,1.0,1.0,0.5,1.0,identity,1.0,0.1749635530559413,0,0
reasoning-gym/reasoning-gym-arithmetic-calendar-arithmetic-hard0292e21f-seed45-2,4,22,0.8461538461538461,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-chain-sum-easy00cea0a5-seed45-0,5,21,0.8076923076923077,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-chain-sum-easy00cea0a5-seed45-1,6,20,0.7692307692307693,0.8650793333333334,0.3016917822362566,1.0,1.0,1.0,0.190476,1.0,identity,1.0,0.3016917822362566,0,0
reasoning-gym/reasoning-gym-arithmetic-chain-sum-easy00cea0a5-seed45-2,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-chain-sum-hard0292e21f-seed45-0,5,21,0.8076923076923077,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-chain-sum-hard0292e21f-seed45-1,4,22,0.8461538461538461,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-chain-sum-hard0292e21f-seed45-2,20,6,0.23076923076923078,0.92333335,0.14027747225491163,1.0,0.95,1.0,0.6,1.0,identity,1.0,0.050000000000000044,0,0
reasoning-gym/reasoning-gym-arithmetic-count-bits-easy00cea0a5-seed45-0,7,19,0.7307692307692307,0.8571428571428571,0.3499271061118826,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.3499271061118826,0,0
reasoning-gym/reasoning-gym-arithmetic-count-bits-easy00cea0a5-seed45-1,20,6,0.23076923076923078,0.9099999999999999,0.2142428528562855,1.0,1.0,1.0,0.2,1.0,identity,1.0,0.2142428528562855,0,0
reasoning-gym/reasoning-gym-arithmetic-count-bits-easy00cea0a5-seed45-2,7,19,0.7307692307692307,0.8383458571428573,0.19535211143136866,1.0,0.6842105,1.0,0.5,1.0,identity,1.0,0.31578949999999995,0,0
reasoning-gym/reasoning-gym-arithmetic-count-bits-hard0292e21f-seed45-0,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-count-bits-hard0292e21f-seed45-1,6,20,0.7692307692307693,0.9166666666666666,0.18633899812498245,1.0,1.0,1.0,0.5,1.0,identity,1.0,0.18633899812498245,0,0
reasoning-gym/reasoning-gym-arithmetic-count-bits-hard0292e21f-seed45-2,5,21,0.8076923076923077,0.8,0.4,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.4,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-arithmetic-easy00cea0a5-seed45-0,4,22,0.8461538461538461,0.5,0.3535533905932738,0.5,0.375,0.625,0.0,1.0,identity,0.5,0.25,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-arithmetic-easy00cea0a5-seed45-1,7,19,0.7307692307692307,0.952381,0.11664225206159216,1.0,1.0,1.0,0.666667,1.0,identity,1.0,0.11664225206159216,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-arithmetic-easy00cea0a5-seed45-2,6,20,0.7692307692307693,0.5833333333333334,0.18633899812498245,0.5,0.5,0.5,0.5,1.0,identity,0.5,0.18633899812498245,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-arithmetic-hard0292e21f-seed45-0,8,18,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-arithmetic-hard0292e21f-seed45-1,5,21,0.8076923076923077,0.6,0.48989794855663565,1.0,0.0,1.0,0.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-arithmetic-hard0292e21f-seed45-2,6,20,0.7692307692307693,0.8333333333333334,0.37267799624996495,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.37267799624996495,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-chain-sum-easy00cea0a5-seed45-0,7,19,0.7307692307692307,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-chain-sum-easy00cea0a5-seed45-1,6,20,0.7692307692307693,0.9444445,0.12422587452398956,1.0,1.0,1.0,0.666667,1.0,identity,1.0,0.12422587452398956,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-chain-sum-easy00cea0a5-seed45-2,7,19,0.7307692307692307,0.8571428571428571,0.3499271061118826,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.3499271061118826,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-chain-sum-hard0292e21f-seed45-0,7,19,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-chain-sum-hard0292e21f-seed45-1,5,21,0.8076923076923077,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-decimal-chain-sum-hard0292e21f-seed45-2,5,21,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-dice-easy00cea0a5-seed45-0,6,20,0.7692307692307693,0.75,0.3818813079129867,1.0,0.625,1.0,0.0,1.0,identity,1.0,0.375,0,0
reasoning-gym/reasoning-gym-arithmetic-dice-easy00cea0a5-seed45-1,5,21,0.8076923076923077,0.8,0.4,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.4,0,0
reasoning-gym/reasoning-gym-arithmetic-dice-easy00cea0a5-seed45-2,6,20,0.7692307692307693,0.7222223333333333,0.35572910694921894,0.8333335,0.666667,1.0,0.0,1.0,identity,0.8333335,0.333333,0,0
reasoning-gym/reasoning-gym-arithmetic-dice-hard0292e21f-seed45-0,6,20,0.7692307692307693,0.8333333333333334,0.37267799624996495,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.37267799624996495,0,0
reasoning-gym/reasoning-gym-arithmetic-dice-hard0292e21f-seed45-1,8,18,0.6923076923076923,0.84375,0.32923917977664807,1.0,0.9375,1.0,0.0,1.0,identity,1.0,0.0625,0,0
reasoning-gym/reasoning-gym-arithmetic-dice-hard0292e21f-seed45-2,6,20,0.7692307692307693,0.9583333333333334,0.09316949906249122,1.0,1.0,1.0,0.75,1.0,identity,1.0,0.09316949906249122,0,0
reasoning-gym/reasoning-gym-arithmetic-fraction-simplification-easy00cea0a5-seed45-0,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-fraction-simplification-easy00cea0a5-seed45-1,7,19,0.7307692307692307,0.9642857142857143,0.08748177652797065,1.0,1.0,1.0,0.75,1.0,identity,1.0,0.08748177652797065,0,0
reasoning-gym/reasoning-gym-arithmetic-fraction-simplification-easy00cea0a5-seed45-2,7,19,0.7307692307692307,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-fraction-simplification-hard0292e21f-seed45-0,8,18,0.6923076923076923,0.88125,0.3141829681889201,1.0,1.0,1.0,0.05,1.0,identity,1.0,0.3141829681889201,0,0
reasoning-gym/reasoning-gym-arithmetic-fraction-simplification-hard0292e21f-seed45-1,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-fraction-simplification-hard0292e21f-seed45-2,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-gcd-easy00cea0a5-seed45-0,7,19,0.7307692307692307,0.952381,0.11664225206159216,1.0,1.0,1.0,0.666667,1.0,identity,1.0,0.11664225206159216,0,0
reasoning-gym/reasoning-gym-arithmetic-gcd-easy00cea0a5-seed45-1,10,16,0.6153846153846154,0.9,0.30000000000000004,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.30000000000000004,0,0
reasoning-gym/reasoning-gym-arithmetic-gcd-easy00cea0a5-seed45-2,5,21,0.8076923076923077,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-gcd-hard0292e21f-seed45-0,7,19,0.7307692307692307,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-gcd-hard0292e21f-seed45-1,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-gcd-hard0292e21f-seed45-2,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-gsm-symbolic-easy00cea0a5-seed45-0,4,22,0.8461538461538461,0.79166675,0.21650630283363,0.8333335,0.62500025,1.0,0.5,1.0,identity,0.8333335,0.37499974999999997,0,0
reasoning-gym/reasoning-gym-arithmetic-gsm-symbolic-easy00cea0a5-seed45-1,5,21,0.8076923076923077,0.9333334000000001,0.13333319999999999,1.0,1.0,1.0,0.666667,1.0,identity,1.0,0.13333319999999999,0,0
reasoning-gym/reasoning-gym-arithmetic-gsm-symbolic-easy00cea0a5-seed45-2,8,18,0.6923076923076923,0.7525,0.4286825748732971,1.0,0.7525,1.0,0.01,1.0,identity,1.0,0.24750000000000005,0,0
reasoning-gym/reasoning-gym-arithmetic-gsm-symbolic-hard0292e21f-seed45-0,5,21,0.8076923076923077,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-gsm-symbolic-hard0292e21f-seed45-1,8,18,0.6923076923076923,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-gsm-symbolic-hard0292e21f-seed45-2,7,19,0.7307692307692307,0.8585714285714285,0.34642783505076374,1.0,1.0,1.0,0.01,1.0,identity,1.0,0.34642783505076374,0,0
reasoning-gym/reasoning-gym-arithmetic-lcm-easy00cea0a5-seed45-0,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-lcm-easy00cea0a5-seed45-1,7,19,0.7307692307692307,0.8571428571428571,0.3499271061118826,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.3499271061118826,0,0
reasoning-gym/reasoning-gym-arithmetic-lcm-easy00cea0a5-seed45-2,7,19,0.7307692307692307,0.8571428571428571,0.3499271061118826,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.3499271061118826,0,0
reasoning-gym/reasoning-gym-arithmetic-lcm-hard0292e21f-seed45-0,7,19,0.7307692307692307,0.9285714285714286,0.17496355305594133,1.0,1.0,1.0,0.5,1.0,identity,1.0,0.17496355305594133,0,0
reasoning-gym/reasoning-gym-arithmetic-lcm-hard0292e21f-seed45-1,20,6,0.23076923076923078,0.9,0.20493901531919198,1.0,1.0,1.0,0.4,1.0,identity,1.0,0.20493901531919198,0,0
reasoning-gym/reasoning-gym-arithmetic-lcm-hard0292e21f-seed45-2,6,20,0.7692307692307693,0.8333333333333334,0.37267799624996495,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.37267799624996495,0,0
reasoning-gym/reasoning-gym-arithmetic-leg-counting-easy00cea0a5-seed45-0,8,18,0.6923076923076923,0.791666625,0.3703414856213578,1.0,0.83333325,1.0,0.0,1.0,identity,1.0,0.16666674999999997,0,0
reasoning-gym/reasoning-gym-arithmetic-leg-counting-easy00cea0a5-seed45-1,7,19,0.7307692307692307,0.8571428571428571,0.3499271061118826,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.3499271061118826,0,0
reasoning-gym/reasoning-gym-arithmetic-leg-counting-easy00cea0a5-seed45-2,20,6,0.23076923076923078,0.635,0.3623189202898463,0.8,0.2,1.0,0.0,1.0,identity,0.8,0.8,0,0
reasoning-gym/reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-0,6,20,0.7692307692307693,0.6944445,0.36535961905304115,0.8333335,0.54166675,1.0,0.0,1.0,identity,0.8333335,0.45833325,0,0
reasoning-gym/reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-1,7,19,0.7307692307692307,0.7380952857142857,0.3547539053109169,1.0,0.5833335,1.0,0.0,1.0,identity,1.0,0.41666650000000005,0,0
reasoning-gym/reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,20,6,0.23076923076923078,0.47000000000000003,0.4439594576084623,0.4,0.0,1.0,0.0,1.0,identity,0.4,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-number-format-easy00cea0a5-seed45-0,5,21,0.8076923076923077,0.8,0.4,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.4,0,0
reasoning-gym/reasoning-gym-arithmetic-number-format-easy00cea0a5-seed45-1,7,19,0.7307692307692307,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-number-format-easy00cea0a5-seed45-2,7,19,0.7307692307692307,0.9285714285714286,0.1749635530559413,1.0,1.0,1.0,0.5,1.0,identity,1.0,0.1749635530559413,0,0
reasoning-gym/reasoning-gym-arithmetic-number-format-hard0292e21f-seed45-0,8,18,0.6923076923076923,0.875,0.33071891388307384,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.33071891388307384,0,0
reasoning-gym/reasoning-gym-arithmetic-number-format-hard0292e21f-seed45-1,8,18,0.6923076923076923,0.9375,0.16535945694153692,1.0,1.0,1.0,0.5,1.0,identity,1.0,0.16535945694153692,0,0
reasoning-gym/reasoning-gym-arithmetic-number-format-hard0292e21f-seed45-2,4,22,0.8461538461538461,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-power-function-easy00cea0a5-seed45-0,6,20,0.7692307692307693,0.8333333333333334,0.372677996249965,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.372677996249965,0,0
reasoning-gym/reasoning-gym-arithmetic-power-function-easy00cea0a5-seed45-1,8,18,0.6923076923076923,0.916666625,0.2204793861616872,1.0,1.0,1.0,0.333333,1.0,identity,1.0,0.2204793861616872,0,0
reasoning-gym/reasoning-gym-arithmetic-power-function-easy00cea0a5-seed45-2,8,18,0.6923076923076923,0.70875,0.42217346816474627,1.0,0.5008335,1.0,0.0,1.0,identity,1.0,0.49916649999999996,0,0
reasoning-gym/reasoning-gym-arithmetic-power-function-hard0292e21f-seed45-0,5,21,0.8076923076923077,0.9333334000000001,0.13333319999999999,1.0,1.0,1.0,0.666667,1.0,identity,1.0,0.13333319999999999,0,0
reasoning-gym/reasoning-gym-arithmetic-power-function-hard0292e21f-seed45-1,5,21,0.8076923076923077,0.8,0.4,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.4,0,0
reasoning-gym/reasoning-gym-arithmetic-power-function-hard0292e21f-seed45-2,8,18,0.6923076923076923,0.729479125,0.3719036818187733,1.0,0.46020825,1.0,0.0,1.0,identity,1.0,0.53979175,0,0
reasoning-gym/reasoning-gym-arithmetic-prime-factorization-easy00cea0a5-seed45-0,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-prime-factorization-easy00cea0a5-seed45-1,6,20,0.7692307692307693,0.9444445,0.12422587452398956,1.0,1.0,1.0,0.666667,1.0,identity,1.0,0.12422587452398956,0,0
reasoning-gym/reasoning-gym-arithmetic-prime-factorization-easy00cea0a5-seed45-2,7,19,0.7307692307692307,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-prime-factorization-hard0292e21f-seed45-0,7,19,0.7307692307692307,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-prime-factorization-hard0292e21f-seed45-1,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-prime-factorization-hard0292e21f-seed45-2,8,18,0.6923076923076923,0.875,0.33071891388307384,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.33071891388307384,0,0
reasoning-gym/reasoning-gym-arithmetic-products-easy00cea0a5-seed45-0,20,6,0.23076923076923078,0.9399999999999998,0.15620499351813308,1.0,1.0,1.0,0.4,1.0,identity,1.0,0.15620499351813308,0,0
reasoning-gym/reasoning-gym-arithmetic-products-easy00cea0a5-seed45-1,6,20,0.7692307692307693,0.9583333333333334,0.09316949906249122,1.0,1.0,1.0,0.75,1.0,identity,1.0,0.09316949906249122,0,0
reasoning-gym/reasoning-gym-arithmetic-products-easy00cea0a5-seed45-2,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-products-hard0292e21f-seed45-0,6,20,0.7692307692307693,0.9166666666666666,0.18633899812498245,1.0,1.0,1.0,0.5,1.0,identity,1.0,0.18633899812498245,0,0
reasoning-gym/reasoning-gym-arithmetic-products-hard0292e21f-seed45-1,7,19,0.7307692307692307,0.8142857142857143,0.3043896536094645,1.0,0.75,1.0,0.2,1.0,identity,1.0,0.25,0,0
reasoning-gym/reasoning-gym-arithmetic-products-hard0292e21f-seed45-2,7,19,0.7307692307692307,0.8571428571428571,0.22587697572631282,1.0,0.75,1.0,0.5,1.0,identity,1.0,0.25,0,0
reasoning-gym/reasoning-gym-arithmetic-time-intervals-easy00cea0a5-seed45-0,8,18,0.6923076923076923,0.937499,0.165359078997798,1.0,0.9999979999999999,1.0,0.5,1.0,identity,1.0,2.0000000000575113e-06,0,0
reasoning-gym/reasoning-gym-arithmetic-time-intervals-easy00cea0a5-seed45-1,6,20,0.7692307692307693,0.8333333333333334,0.372677996249965,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.372677996249965,0,0
reasoning-gym/reasoning-gym-arithmetic-time-intervals-easy00cea0a5-seed45-2,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-time-intervals-hard0292e21f-seed45-0,6,20,0.7692307692307693,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
reasoning-gym/reasoning-gym-arithmetic-time-intervals-hard0292e21f-seed45-1,8,18,0.6923076923076923,0.9375,0.16535945694153692,1.0,1.0,1.0,0.5,1.0,identity,1.0,0.16535945694153692,0,0
reasoning-gym/reasoning-gym-arithmetic-time-intervals-hard0292e21f-seed45-2,7,19,0.7307692307692307,0.8095238571428572,0.34992708667150674,1.0,0.8333335,1.0,0.0,1.0,identity,1.0,0.16666650000000005,0,0
reasoning-gym/reasoning-gym-code-bf-easy00cea0a5-seed45-0,7,19,0.7307692307692307,0.9047618571428571,0.17496357249637387,1.0,0.9166665,1.0,0.5,1.0,identity,1.0,0.08333349999999995,0,0
reasoning-gym/reasoning-gym-code-bf-easy00cea0a5-seed45-1,8,18,0.6923076923076923,0.833333375,0.2204792444250351,1.0,0.62500025,1.0,0.5,1.0,identity,1.0,0.37499974999999997,0,0
reasoning-gym/reasoning-gym-code-bf-easy00cea0a5-seed45-2,6,20,0.7692307692307693,0.5833333333333334,0.4487637339278754,0.75,0.125,1.0,0.0,1.0,identity,0.75,0.875,0,0
reasoning-gym/reasoning-gym-code-bf-hard0292e21f-seed45-0,7,19,0.7307692307692307,0.38095228571428574,0.41513324364274534,0.333333,0.0,0.6666665,0.0,1.0,identity,0.333333,0.6666665,0,0
reasoning-gym/reasoning-gym-code-bf-hard0292e21f-seed45-1,20,6,0.23076923076923078,0.60500775,0.41287482805468717,0.8,0.15003875,1.0,0.0,1.0,identity,0.8,0.84996125,0,0
reasoning-gym/reasoning-gym-code-bf-hard0292e21f-seed45-2,7,19,0.7307692307692307,0.5238095714285714,0.46656948939615384,0.666667,0.0,1.0,0.0,1.0,identity,0.666667,1.0,0,0
reasoning-gym/reasoning-gym-code-codeio-easy00cea0a5-seed45-0,6,20,0.7692307692307693,0.004583333333333333,0.004658474953124562,0.00375,0.0,0.009375,0.0,0.01,identity,0.00375,0.009375,0,0
reasoning-gym/reasoning-gym-code-codeio-easy00cea0a5-seed45-1,20,6,0.23076923076923078,0.31632584999999996,0.23760477078212783,0.34775,0.1415,0.42902075,0.0,0.791667,identity,0.34775,0.28752075,0,0
reasoning-gym/reasoning-gym-code-codeio-easy00cea0a5-seed45-2,8,18,0.6923076923076923,0.56375,0.4620048024642168,0.75,0.0075,1.0,0.0,1.0,identity,0.75,0.9925,0,0
reasoning-gym/reasoning-gym-code-codeio-hard0292e21f-seed45-0,7,19,0.7307692307692307,0.009285714285714286,0.0017496355305594128,0.01,0.01,0.01,0.005,0.01,identity,0.01,0.0017496355305594128,0,0
reasoning-gym/reasoning-gym-code-codeio-hard0292e21f-seed45-1,6,20,0.7692307692307693,0.006250000000000001,0.004018187817080398,0.0075,0.003125,0.01,0.0,0.01,identity,0.0075,0.006875,0,0
reasoning-gym/reasoning-gym-code-codeio-hard0292e21f-seed45-2,6,20,0.7692307692307693,0.4166666666666667,0.44876373392787533,0.25,0.0,0.875,0.0,1.0,identity,0.25,0.875,0,0
reasoning-gym/reasoning-gym-cognition-color-cube-rotation-easy00cea0a5-seed45-0,6,20,0.7692307692307693,0.7091666666666666,0.4178358595855023,1.0,0.44125000000000003,1.0,0.0,1.0,identity,1.0,0.55875,0,0
reasoning-gym/reasoning-gym-cognition-color-cube-rotation-easy00cea0a5-seed45-1,20,6,0.23076923076923078,0.5717,0.3046435786291909,0.603,0.35650000000000004,0.802,0.0,1.0,identity,0.603,0.4455,0,0
reasoning-gym/reasoning-gym-cognition-color-cube-rotation-easy00cea0a5-seed45-2,7,19,0.7307692307692307,0.8585714285714285,0.34642783505076374,1.0,1.0,1.0,0.01,1.0,identity,1.0,0.34642783505076374,0,0
reasoning-gym/reasoning-gym-cognition-color-cube-rotation-hard0292e21f-seed45-0,7,19,0.7307692307692307,0.5014285714285714,0.4613777061747804,0.5,0.005,1.0,0.0,1.0,identity,0.5,0.995,0,0
reasoning-gym/reasoning-gym-cognition-color-cube-rotation-hard0292e21f-seed45-1,5,21,0.8076923076923077,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.4000000000000001,0,0
reasoning-gym/reasoning-gym-cognition-color-cube-rotation-hard0292e21f-seed45-2,8,18,0.6923076923076923,0.43875,0.4623428787166512,0.255,0.0,1.0,0.0,1.0,identity,0.255,1.0,0,0
reasoning-gym/reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-0,6,20,0.7692307692307693,0.17916666666666667,0.368107962725913,0.0,0.0,0.056249999999999994,0.0,1.0,identity,0.0,0.056249999999999994,0,0
reasoning-gym/reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-1,7,19,0.7307692307692307,0.16428571428571428,0.34508206654803325,0.0,0.0,0.075,0.0,1.0,identity,0.0,0.075,0,0
reasoning-gym/reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-2,6,20,0.7692307692307693,0.18333333333333335,0.3670452590924207,0.0,0.0,0.07500000000000001,0.0,1.0,identity,0.0,0.07500000000000001,0,0
reasoning-gym/reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-0,7,19,0.7307692307692307,0.10238100000000001,0.2310138538709004,0.0,0.0,0.025,0.0,0.666667,identity,0.0,0.025,0,0
reasoning-gym/reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-1,7,19,0.7307692307692307,0.14285714285714285,0.34992710611188266,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.34992710611188266,0,0
reasoning-gym/reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-2,7,19,0.7307692307692307,0.03214285714285715,0.0564191392561794,0.0,0.0,0.0291665,0.0,0.166667,identity,0.0,0.0291665,0,0
reasoning-gym/reasoning-gym-cognition-modulo-grid-easy00cea0a5-seed45-0,7,19,0.7307692307692307,0.3333332857142857,0.4364357804720004,0.0,0.0,0.6666665,0.0,1.0,identity,0.0,0.6666665,0,0
reasoning-gym/reasoning-gym-cognition-modulo-grid-easy00cea0a5-seed45-1,7,19,0.7307692307692307,0.42857142857142855,0.4164965639175214,0.5,0.0,0.75,0.0,1.0,identity,0.5,0.75,0,0
reasoning-gym/reasoning-gym-cognition-modulo-grid-easy00cea0a5-seed45-2,6,20,0.7692307692307693,0.47222216666666667,0.41294637277755436,0.4166665,0.08333325,0.875,0.0,1.0,identity,0.4166665,0.79166675,0,0
reasoning-gym/reasoning-gym-cognition-modulo-grid-hard0292e21f-seed45-0,20,6,0.23076923076923078,0.21000000000000002,0.3315116890850155,0.0,0.0,0.25,0.0,1.0,identity,0.0,0.25,0,0
reasoning-gym/reasoning-gym-cognition-modulo-grid-hard0292e21f-seed45-1,6,20,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
reasoning-gym/reasoning-gym-cognition-modulo-grid-hard0292e21f-seed45-2,20,6,0.23076923076923078,0.15894850000000002,0.2571679375230318,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
reasoning-gym/reasoning-gym-cognition-needle-haystack-easy00cea0a5-seed45-0,6,20,0.7692307692307693,0.75,0.3818813079129867,1.0,0.625,1.0,0.0,1.0,identity,1.0,0.375,0,0
